PO_ID,EXTERNAL_ID,ABIS_STOCK,CATALOG_NUMBER,ASIN,TITLE,LIST_PRICE,DISCOUNT,COST,SUBMITTED_QTY,FILL_QTY,CONFIRM_QTY,CANCEL_QTY,RCVD_QTY,ESD,EDD,ACK_STATE,PREV_ERROR,VEN_CODE,FC,CONDITION,PO_DATE,START_SHIP,END_SHIP,IS_BACKORDER,FREIGHT_TERM,PAY_TERMS,PO_SPEC_INSTR,PO_COMMENTS
R7995180,0883629597560,,LSDVD208,B001PF73VS,Let's Shop  Copenhagen (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629597607,,LSDVD212,B001PF73W2,Let's Shop  Tahiti (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629597614,,LSDVD213,B001PF73WC,Let's Shop  Best Of (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629597652,,KTDVDMYAN,B001PF73WM,Karma Trekkers  Myanmar (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629597706,,CLPDVDSRI,B001PF73WW,Sri Lanka Royalty Free Stock Footage (REGION 1) (NTSC),£149.99,35%,£97.49,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629597898,,MLDVDCANAL,B001PF73XG,Canal Du Midi (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629597904,,MLDVDFLA,B001PF73XQ,Florida West Coast (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629597911,,MLDVDMURTAL,B001PF73Y0,Murtal Express (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629597997,,MLDVDFAC,B001PF73ZE,French Atlantic Coast (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629688817,,7DYDVD166,B001PF73ZO,7 Days  SOUTH KOREA (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629688824,,7DYDVD168,B001PF73ZY,7 Days  INDIA (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629688848,,7DYDVD167,B001PF7408,7 Days  TIBET (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629688893,,BNTDVDSKIES3,B001PF740I,"Northern Skies 3 Nine Spectacular Aerial Joureys across Yorkshire, Cumbria and The North East (REGION 1) (NTSC)",£29.95,35%,£19.47,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629688930,,CDGDVD153,B001PF7412,Cosmos Global Documentaries  TRIPOLITANIA - Libya (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629688947,,CDGDVD154,B001PF741C,Cosmos Global Documentaries  IN THE LAND OF THE HOLY MONKS - Tibet (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629688954,,CDGDVD155,B001PF741M,Cosmos Global Documentaries  IN THE LAND OF THE SILENT DAWN - South Korea (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629688978,,DAVDVDBEA,B001PF741W,Beaches In A Box (REGION 1) (NTSC),£19.98,35%,£12.99,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689036,,DAVDVDOTT,B001PF7426,Destination Ottawa (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689081,,EXTDVD20,B001PF742G,"EXTRAVAGANZA  EMIRATES PALACE - Abu Dhabi, United Arab Emirates (REGION 1) (NTSC)",£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689098,,EXTDVD21,B001PF742Q,EXTRAVAGANZA  ATLANTIS - Bahamas (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689142,,GOWDVD121,B001PF7430,Gardens of the World  PARK SANSSOUCI Germany (REGION 1) (NTSC),£19.99,35%,£12.99,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689166,,GTRDVD1261,B001PF743A,Global Treasures  CHANGDOK-KUNG - South Korea (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689173,,GTRDVD1262,B001PF743K,Global Treasures  JOKHANG -Tibet (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689180,,GTRDVD1263,B001PF743U,Global Treasures  SUWON HWASEONG - South Korea (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689197,,GTRDVD1264,B001PF7444,Global Treasures  VICTORIA RAILWAY TERMINUS - India (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689203,,GTRDVD1265,B001PF744E,Global Treasures  GYANG TSE - Tibet (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689210,,GTRDVD1266,B001PF744O,Global Treasures  GYEONGBOK-KUNG - South Korea (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689227,,GTRDVD1267,B001PF744Y,Global Treasures  BANARAS - India (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689234,,GTRDVD1268,B001PF7458,Global Treasures  DREPUNG GONBA - Tibet (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689241,,GTRDVD1269,B001PF745I,Global Treasures  CHONGMYO - South Korea (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689258,,GTRDVD1270,B001PF745S,Global Treasures  BHUBANESWAR - India (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689265,,GTRDVD1271,B001PF7462,Global Treasures  POTALA - Tibet (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689272,,GTRDVD1272,B001PF746C,Global Treasures  HAEINSA - South Korea (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689289,,GTRDVD1273,B001PF746M,Global Treasures  SHIGATSE - Tibet (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689296,,GTRDVD1274,B001PF746W,"Global Treasures  ELEPHANTA - Mumbai, India (REGION 1) (NTSC)",£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689302,,GTRDVD1275,B001PF7476,Global Treasures  GYEONG JU - South Korea (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689319,,GTRDVD1276,B001PF747G,Global Treasures  NORBULING KA - Tibet (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689326,,GTRDVD1277,B001PF747Q,Global Treasures  KONARK - India (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689333,,GTRDVD1278,B001PF7480,"Global Treasures  SAMYE GONBA - Tibet, China (REGION 1) (NTSC)",£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689340,,GTRDVD1279,B001PF748A,Global Treasures  PULGUK-SA - South Korea (REGION 1) (NTSC),£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689357,,GTRDVD1280,B001PF748K,"Global Treasures  GANDEN GONBA - Tibet, China (REGION 1) (NTSC)",£14.95,35%,£9.72,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689388,,MLDVDGREEK,B001PF748U,Relaxational Impression Greek Impressions (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689395,,MLDVDJUTLAND,B001PF7494,Jutland Denmark (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689418,,MLDVDTRAIN,B001PF749E,Steaming Through Austria A Fancy Train In Styria From Stainz to Preding-Wieselsdorf (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689425,,MLDVDWALD,B001PF749O,Steaming Through The World Waldviertel Express (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689432,,MLDVDWATER,B001PF749Y,Relax With Nature  Waterfall (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689524,,MPEDLLOST,B001PF74AI,IMAX Life in the Balance Lost Worlds Hosted by Harrison Ford (REGION 1) (NTSC),£15.99,35%,£10.39,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689623,,MTWDVD114,B001PF74AS,Modern Times Wonders  KAPRUN - Austria (REGION 1) (NTSC),£9.99,35%,£6.49,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689630,,MTWDVD115,B001PF74B2,"Modern Times Wonders  EMIRATES PALACE - Abu Dhabi, United Arab Emirates (REGION 1) (NTSC)",£9.99,35%,£6.49,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689647,,MTWDVD116,B001PF74BC,Modern Times Wonders  QINGHAI EXPRESS - China (REGION 1) (NTSC),£9.99,35%,£6.49,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689654,,MTWDVD117,B001PF74BM,Modern Times Wonders  ATLANTIS - Bahamas (REGION 1) (NTSC),£9.99,35%,£6.49,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689678,,OTTDVD146,B001PF74BW,On Tour...  DARJEELING  HIMALAYAN TOY TRAIN - India (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689715,,TBSDVDGERMAN,B001PF74C6,The Brewshow  In Stuttgart Germany (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689722,,TBSDVDIRELAND,B001PF74CG,The Brewshow  In Ireland (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689739,,VPGDVD234,B001PF74CQ,Vista Point  ABU DHABI - United Arab Emirates (REGION 1) (NTSC),£19.95,35%,£12.97,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689746,,VPGDVD235,B001PF74D0,Vista Point  TRIPOLI - Libya (REGION 1) (NTSC),£19.99,35%,£12.99,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689753,,VPGDVD236,B001PF74DA,Vista Point  SEOUL - South Korea (REGION 0) (NTSC),£19.99,35%,£12.99,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689760,,VPGDVD237,B001PF74DK,"Vista Point  LHASA - Tibet, China (REGION 1) (NTSC)",£19.99,35%,£12.99,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689777,,VPGDVD238,B001PF74DU,Vista Point  MUMBAI - India - Formerly Known as Bombay (REGION 1) (NTSC),£19.99,35%,£12.99,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
R7995180,0883629689784,,VPGDVD239,B001PF74E4,Vista Point  JEJU ISLAND - South Korea (REGION 1) (NTSC),£19.99,35%,£12.99,1,,1,0,0,4-Feb-2009,4. Februar 2009,AC - Accepted and shipped,,TRAEF,LTN1,Unconfirmed,1-Feb-2009,1-Feb-2009,2-Feb-2009,No,Prepaid,Consignment,,
